make,model,series,series_year,price,enginesize,fuelsystem,tankcapacity,power,seats,standardtransmission,bodyType,drive,wheelbase
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110Kw,5,6ATip,4D SEDAN,FWD,2578mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82Kw,5,4A,4D SEDAN,RWD,2665mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103Kw,5,4A,2D COUPE,RWD,2700mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,154Kw,5,6M,3D HATCHBACK,AWD,2519mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92Kw,5,4A,4D SEDAN,FWD,2617mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
PEUGEOT,205,GTi,1990,33750,1.9L,ELECTRONIC F/INJ,50L,75Kw,5,5M,3D HATCHBACK,FWD,2420mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,100Kw,5,5M,4D SEDAN,FWD,2700mm
PEUGEOT,405,Mi16,1993,41995,2.0L,ELECTRONIC F/INJ,70L,112Kw,5,5M,4D SEDAN,FWD,2669mm
PEUGEOT,306,XT,2000,29490,2.0L,MULTI POINT F/INJ,60L,100Kw,5,5M,5D HATCHBACK,FWD,2580mm
PEUGEOT,206,XT,2001,22990,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,GTi,2004,29990,2.0L,MULTI POINT F/INJ,50L,102Kw,5,5M,3D HATCHBACK,FWD,2442mm
PEUGEOT,406,D9,2004,69550,2.9L,MULTI POINT F/INJ,70L,157Kw,4,5M,2D COUPE,FWD,2700mm
PEUGEOT,206,CC,2005,32990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,5M,2D CABRIOLET,FWD,2442mm
PEUGEOT,307,XSE,2003,31790,2.0L,MULTI POINT F/INJ,60L,100Kw,5,5M,5D HATCHBACK,FWD,2608mm
PEUGEOT,206,XR,2002,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XR,2002,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,405,D60 SRI,1992,34995,1.9L,ELECTRONIC F/INJ,70L,80Kw,5,5M,4D SEDAN,FWD,2669mm
PEUGEOT,405,D60 SRI,1992,34995,1.9L,ELECTRONIC F/INJ,70L,80Kw,5,5M,4D SEDAN,FWD,2669mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,307,MY06 UPGRADE SPORT 2.0,2005,37990,2.0L,MULTI POINT F/INJ,60L,130Kw,5,5M,5D HATCHBACK,FWD,2608mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,206,C,2006,22990,1.6L,MULTI POINT F/INJ,50L,82Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,C,2006,22990,1.6L,MULTI POINT F/INJ,50L,82Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XR,2004,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,206,XR,2004,19990,1.4L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,6M,4D WAGON,FWD,2708mm
PEUGEOT,206,XR,2003,21990,1.6L,MULTI POINT F/INJ,50L,82Kw,5,5M,3D HATCHBACK,FWD,2442mm
PEUGEOT,206,XR,2003,21990,1.6L,MULTI POINT F/INJ,50L,82Kw,5,5M,3D HATCHBACK,FWD,2442mm
PEUGEOT,205,GTi,1990,33750,1.9L,ELECTRONIC F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,96Kw,2,6ATip,VAN,FWD,3000mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,132Kw,5,5AG,4D WAGON,FWD,2640mm
PEUGEOT,406,D8 ST,1997,39995,2.0L,MULTI POINT F/INJ,70L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm
PEUGEOT,405,Mi16,1993,41995,2.0L,ELECTRONIC F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,306,XT,2000,29490,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,XT,2001,22990,1.6L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,GTi,2004,29990,2.0L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,406,D9,2004,69550,2.9L,MULTI POINT F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,CC,2005,32990,1.6L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,307,XSE,2003,31790,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,XR,2002,19990,1.4L,MULTI POINT F/INJ,50L,128Kw,5,6ATip,4D WAGON,4WD,2855mm
PEUGEOT,206,XR,2002,19990,1.4L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,405,D60 SRI,1992,34995,1.9L,ELECTRONIC F/INJ,70L,317Kw,5,5A,4D SEDAN,RWD,3050mm
PEUGEOT,405,D60 SRI,1992,34995,1.9L,ELECTRONIC F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,103Kw,5,5M,2D COUPE,RWD,2700mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,147Kw,4,5M,2D COUPE,RWD,2525mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,150Kw,5,5ASeq,4D SEDAN,RWD,2833mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0,2006,32290,2.0L,DIESEL TURBO F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,112Kw,5,5M,4D SEDAN,FWD,2669mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,100Kw,5,5M,5D HATCHBACK,FWD,2580mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,92Kw,5,5M,4D SEDAN,FWD,2610mm
PEUGEOT,206,XT,2000,22450,1.6L,MULTI POINT F/INJ,50L,78Kw,5,5M,4D SEDAN,FWD,2605mm
PEUGEOT,307,MY06 UPGRADE SPORT 2.0,2005,37990,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,84Kw,5,5M4x4,3D HARDBACK,4WD,2535mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,104Kw,5,5M,5D HATCHBACK,FWD,2616mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,160Kw,5,5A,4D SEDAN,RWD,3050mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,78Kw,5,5M,4D SEDAN,FWD,2605mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,140Kw,5,6M,4D SEDAN,FWD,2595mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,98Kw,5,4A,4D SEDAN,FWD,2686mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,119Kw,5,4A,4D SEDAN,RWD,2770mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,147Kw,4,5M,2D COUPE,RWD,2525mm
PEUGEOT,206,CC,2006,34990,1.6L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,75Kw,5,5M,3D HATCHBACK,RWD,2700mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,92Kw,5,5M,4D SEDAN,FWD,2610mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,75Kw,5,5M,5D HATCHBACK,FWD,2512mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,154Kw,5,6M,3D HATCHBACK,AWD,2519mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,110Kw,5,6M,5D HATCHBACK,FWD,2578mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,85Kw,5,5M,4D SEDAN,FWD,2500mm
PEUGEOT,307,XSE,2004,33990,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,C,2006,22990,1.6L,MULTI POINT F/INJ,50L,110Kw,5,5A,4D WAGON,FWD,2675mm
PEUGEOT,206,C,2006,22990,1.6L,MULTI POINT F/INJ,50L,136Kw,5,4A,5D SEDAN,FWD,2605mm
PEUGEOT,206,XR,2004,19990,1.4L,MULTI POINT F/INJ,50L,145Kw,5,4A,4D SEDAN,RWD,2795mm
PEUGEOT,206,XR,2004,19990,1.4L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,105Kw,5,5M,4D SEDAN,RWD,2725mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,80Kw,4,4ATip,2D CABRIOLET,FWD,2442mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,100Kw,5,4ATip,5D HATCHBACK,FWD,2608mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,96Kw,5,6ATip,VAN,FWD,3000mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,103Kw,5,6M,4D SEDAN,FWD,2578mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,125Kw,5,5A,4D SEDAN,FWD,2715mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,154Kw,5,5AG,4D WAGON,AWD,2761mm
PEUGEOT,307,MY06 UPGRADE XSE HDi 2.0 TOURING,2006,33990,2.0L,DIESEL TURBO F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
PEUGEOT,206,XR,2003,21990,1.6L,MULTI POINT F/INJ,50L,78Kw,5,5M,4D SEDAN,FWD,2610mm
PEUGEOT,206,XR,2003,21990,1.6L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm
RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,124Kw,5,5M,3D HATCHBACK,FWD,2472mm
RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,72Kw,5,5M,5D HATCHBACK,FWD,2472mm
RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,72Kw,5,5M,5D HATCHBACK,FWD,2472mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,101Kw,5,4A,5D WAGON,FWD,2580mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,68Kw,5,5M,5D HATCHBACK,FWD,2540mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,98Kw,5,4A,4D SEDAN,FWD,2686mm
RENAULT,MEGANE,EXPRESSION,2002,41490,1.6L,MULTI POINT F/INJ,60L,79Kw,4,5M,2D CABRIOLET,FWD,2461mm
RENAULT,MEGANE,EXPRESSION,2002,41490,1.6L,MULTI POINT F/INJ,60L,79Kw,4,5M,2D CABRIOLET,FWD,2461mm
RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,120Kw,2,5ATS,2D CONVERTIBLE,RWD,2430mm
RENAULT,CLIO,SPORT,2002,33990,2.0L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,61Kw,5,5M,5D HATCHBACK,FWD,2400mm
RENAULT,CLIO,CAMPUS,2006,18990,1.4L,MULTI POINT F/INJ,50L,NULL,NULL,NULL,NULL,NULL,NULL
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,59Kw,5,5M,3D HATCHBACK,FWD,2465mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,114Kw,5,5MSel,4D SEDAN,FWD,2595mm
RENAULT,SCENIC,PRIVILEGE,2003,37990,2.0L,MULTI POINT F/INJ,60L,110Kw,5,5M,5D HATCHBACK,FWD,2546mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,110Kw,5,5A,4D WAGON,FWD,2675mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,77Kw,2,5M,VAN,FWD,2682mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,100Kw,5,5A,4D SEDAN,FWD,2562mm
RENAULT,19,RT,1995,26790,1.7L,MULTI POINT F/INJ,55L,103Kw,5,4A,4D SEDAN,FWD,2665mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,85Kw,5,5M,3D HATCHBACK,RWD,2725mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,55Kw,5,5M,5D HATCHBACK,FWD,2442mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,140Kw,5,6M,4D SEDAN,FWD,2595mm
RENAULT,MEGANE,PRIVILEGE,2004,35990,2.0L,MULTI POINT F/INJ,60L,114Kw,4,5M,2D COUPE,FWD,2540mm
RENAULT,MEGANE,EXPRESSION,2002,41490,1.6L,MULTI POINT F/INJ,60L,136Kw,7,4A,4D WAGON,4WD,2540mm
RENAULT,MEGANE,EXPRESSION,2002,41490,1.6L,MULTI POINT F/INJ,60L,NULL,NULL,NULL,NULL,NULL,NULL
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-Mar,MY07 LINEAR SPORT 1.9TiD SPORTCOMBI,2007,53400,1.9L,TURBO MPFI,58L,110Kw,5,5A,4D WAGON,FWD,2675mm
SAAB,9-May,SE,2000,67986,2.3L,TURBO MPFI,75L,125Kw,5,4A,4D SEDAN,FWD,2703mm
SAAB,9-Mar,MY04 ARC 2.0T,2004,56400,2.0L,TURBO MPFI,62L,129Kw,5,5A,4D SEDAN,FWD,2675mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-Mar,MY02 AERO,2002,64575,2.0L,TURBO MPFI,68L,151Kw,5,4A,5D HATCHBACK,FWD,2605mm
SAAB,9-May,MY04 AERO,2004,84900,2.3L,TURBO MPFI,75L,184Kw,5,5AST,4D SEDAN,FWD,2703mm
SAAB,900,SE 2.5 V6,1996,63900,2.5L,MULTI POINT F/INJ,68L,125Kw,5,4A,5D HATCHBACK,FWD,2600mm
SAAB,900,SE 2.5 V6,1996,63900,2.5L,MULTI POINT F/INJ,68L,125Kw,5,4A,5D HATCHBACK,FWD,2600mm
SAAB,9-Mar,MY03 TURBO 2.0t LTD ED,2003,73000,2.0L,TURBO MPFI,68L,110Kw,5,4A,2D CONVERTIBLE,FWD,2605mm
